"CONTROL_NUMBER","DONATED","DONATION_AMT","DONOR_AGE","URBANICITY","DONOR_GENDER","HOME_OWNER","INCOME_LEVEL","SES","MEDIAN_HOME_VALUE","MEDIAN_HOUSEHOLD_INCOME","DONATION_RESPONSE","MONTHS_SINCE_LAST_GIFT","EMAILS_12","LIFETIME_GIFT_COUNT","LIFETIME_EMAILS","LIFETIME_GIFT_AMOUNT","LIFETIME_MAX_GIFT_AMT","LIFETIME_MIN_GIFT_AMT","LIFETIME_AVG_GIFT_AMT"
84706,TRUE,1000,NA,"R","M","U",2,"45",446000,220000,1,17,20,20,30,10600,1000,100,530
84708,TRUE,2500,59,"T","F","N",2,"39",653000,327000,0,18,18,2,11,3400,2400,1000,1700
84745,TRUE,700,81,"R","F","U",1,"49",604000,318000,6,17,19,22,22,14500,900,500,659
84758,FALSE,NA,NA,"R","M","U",NA,"51",580000,250000,0,17,19,4,9,2900,1100,500,725
84768,FALSE,NA,NA,"R","F","U",NA,"46",530000,236000,0,16,20,10,20,8250,1400,300,825
84805,FALSE,NA,64,"T","F","U",5,"36",538000,248000,0,16,13,10,23,9200,1600,300,920
84837,FALSE,NA,48,"C","M","U",NA,"27",826000,485000,0,15,21,14,23,14300,1500,300,1021
84840,TRUE,1400,46,"C","M","H",7,"24",870000,472000,1,16,18,21,25,17800,1400,500,848
84854,TRUE,300,60,"C","U","N",3,"25",797000,259000,1,16,9,31,19,9800,500,200,316
84857,FALSE,NA,60,"C","M","H",5,"27",640000,246000,0,23,19,7,29,15400,3200,500,2200
84863,FALSE,NA,43,"C","F","H",4,"27",578000,316000,1,26,13,4,14,3400,1500,300,850
84883,FALSE,NA,42,"T","M","H",7,"40",593000,336000,1,16,15,12,26,6700,1500,300,558
84886,FALSE,NA,55,"R","M","U",1,"45",393000,258000,5,19,20,6,10,3700,1100,300,617
84891,FALSE,NA,42,"R","F","H",5,"45",295000,220000,4,18,15,24,30,8800,600,300,367
84915,FALSE,NA,30,"R","F","U",3,"49",381000,273000,0,15,19,11,19,12900,1800,500,1173
84916,FALSE,NA,54,"R","F","U",2,"49",381000,273000,0,19,19,15,27,9400,1500,200,627
84923,FALSE,NA,65,"R","M","N",1,"49",351000,254000,14,15,15,4,10,3400,2000,300,850
84940,FALSE,NA,85,"R","F","U",1,"53",473000,215000,0,17,19,14,24,19800,2300,500,1414
84948,FALSE,NA,83,"R","F","U",1,"45",392000,248000,0,17,19,17,30,10200,1000,200,600
84961,FALSE,NA,NA,"T","F","H",5,"40",1045000,464000,15,20,18,28,26,11300,700,200,404
84965,FALSE,NA,79,"T","M","N",2,"41",425000,235000,0,15,18,3,7,2000,1000,500,667
84967,TRUE,1500,49,"T","M","N",2,"38",418000,190000,4,18,11,7,21,7500,2100,300,1071
84974,FALSE,NA,54,"R","F","H",3,"43",628000,236000,2,21,16,27,29,17100,1000,200,633
84980,FALSE,NA,78,"R","F","H",2,"46",424000,302000,0,17,8,9,14,6000,1000,500,667
84994,FALSE,NA,83,"T","M","H",2,"39",572000,319000,0,15,15,12,27,8700,1200,300,725
84997,FALSE,NA,42,"R","F","U",4,"45",588000,358000,2,24,10,10,19,8700,1400,500,870
85003,TRUE,800,NA,"R","M","N",3,"45",331000,248000,10,16,17,17,26,9300,800,300,547
85009,FALSE,NA,71,"T","M","U",NA,"36",641000,301000,0,17,17,21,29,15500,1400,300,738
85010,TRUE,900,53,"T","M","H",4,"39",595000,339000,28,19,18,22,33,13100,1100,200,595
85022,FALSE,NA,NA,"R","F","U",NA,"45",330000,220000,0,20,19,7,15,10200,2200,500,1457
85028,FALSE,NA,83,"R","M","U",1,"51",205000,213000,0,19,13,2,7,2500,2000,500,1250
85036,FALSE,NA,NA,"R","F","U",1,"45",399000,239000,0,17,16,1,6,2000,2000,2000,2000
85038,FALSE,NA,41,"R","F","N",2,"53",265000,188000,3,15,19,16,15,8900,1100,300,556
85039,FALSE,NA,NA,"R","F","U",NA,"46",512000,243000,0,15,20,35,30,7050,500,100,201
85059,TRUE,500,80,"R","M","U",1,"45",303000,254000,25,17,19,18,22,6700,600,200,372
85067,FALSE,NA,69,"R","M","N",1,"45",330000,234000,0,19,18,2,9,3000,2000,1000,1500
85074,FALSE,NA,70,"R","F","H",3,"48",438000,271000,19,26,13,13,29,15706,2000,6,1208
85095,FALSE,NA,75,"T","F","H",2,"36",430000,283000,25,24,13,1,7,2500,2500,2500,2500
85110,FALSE,NA,66,"T","F","N",3,"36",603000,245000,0,17,18,10,15,4700,600,300,470
85113,FALSE,NA,50,"R","F","H",5,"42",897000,408000,1,15,19,5,15,6700,2000,500,1340
85135,FALSE,NA,7,"R","F","H",1,"53",264000,144000,6,18,18,21,32,7525,1000,100,358
85140,FALSE,NA,NA,"R","F","N",2,"45",308000,234000,0,27,11,9,17,14700,3600,500,1633
85152,TRUE,1000,NA,"R","M","U",NA,"51",493000,244000,0,17,14,4,17,5000,2000,500,1250
85164,FALSE,NA,NA,"T","M","U",1,"38",642000,216000,0,18,17,10,15,3500,500,200,350
85194,FALSE,NA,NA,"R","M","U",NA,"46",675000,157000,0,15,19,22,33,22100,1700,200,1005
85204,TRUE,2000,75,"R","M","H",4,"45",359000,168000,0,25,17,12,27,14300,2000,500,1192
85207,FALSE,NA,48,"R","F","H",4,"53",222000,238000,3,18,19,3,16,13500,6000,2500,4500
85219,FALSE,NA,NA,"R","F","U",NA,"53",171000,230000,0,21,9,9,15,18300,2900,1000,2033
85230,FALSE,NA,70,"R","M","H",5,"44",687000,382000,1,22,16,21,31,10800,700,500,514
85242,FALSE,NA,61,"C","F","U",1,"25",580000,320000,0,19,19,9,21,13600,2000,1000,1511
85250,FALSE,NA,62,"C","F","U",2,"25",814000,157000,7,15,18,12,21,8100,1200,300,675
85253,FALSE,NA,70,"T","F","H",5,"35",937000,485000,1,18,19,13,25,9500,2500,300,731
85281,FALSE,NA,55,"T","F","H",5,"36",693000,337000,20,16,20,11,26,7300,1000,500,664
85298,FALSE,NA,NA,"R","M","U",2,"51",286000,210000,0,18,17,15,29,7900,1100,100,527
85309,FALSE,NA,70,"R","U","U",4,"49",628000,296000,2,16,15,2,9,2500,1500,1000,1250
85329,FALSE,NA,49,"R","F","U",5,"45",5e+05,218000,0,18,14,2,9,3000,2000,1000,1500
85357,TRUE,1500,68,"R","F","N",1,"45",476000,202000,9,17,19,15,23,16100,1600,500,1073
85358,FALSE,NA,83,"R","M","U",NA,"48",917000,310000,0,19,19,11,24,15500,2000,500,1409
85390,TRUE,1200,50,"R","M","H",6,"42",698000,388000,2,20,19,22,24,20900,1500,300,950
85396,TRUE,900,34,"T","F","U",NA,"35",784000,389000,0,16,16,8,14,4700,1000,500,588
85400,FALSE,NA,53,"T","M","H",4,"38",674000,295000,0,23,14,19,26,7600,700,200,400
85416,TRUE,2500,NA,"C","F","U",NA,"27",3303000,533000,0,26,16,4,18,5600,2000,1000,1400
85423,FALSE,NA,39,"C","F","H",4,"27",489000,279000,1,16,20,7,23,10300,2000,1000,1471
85432,FALSE,NA,85,"R","F","N",1,"44",632000,296000,0,15,19,11,15,5800,1500,200,527
85436,FALSE,NA,NA,"R","M","U",NA,"51",438000,221000,0,15,17,4,13,4000,1500,500,1000
85438,FALSE,NA,42,"R","F","H",3,"49",5e+05,291000,3,20,19,7,18,7800,1600,500,1114
85455,FALSE,NA,75,"R","F","H",2,"44",583000,309000,13,18,19,14,27,10300,1000,300,736
85457,FALSE,NA,NA,"T","U","N",2,"38",671000,241000,0,18,19,17,33,14500,1000,500,853
85462,FALSE,NA,NA,"R","F","U",NA,"48",524000,186000,0,24,10,1,6,1500,1500,1500,1500
85472,FALSE,NA,41,"R","F","U",2,"48",552000,170000,0,19,15,2,9,3200,1700,1500,1600
85476,TRUE,500,59,"R","F","H",1,"51",198000,173000,4,18,19,21,31,10500,2500,200,500
85487,FALSE,NA,73,"R","F","U",1,"45",507000,184000,0,20,16,14,24,8900,1000,300,636
85498,TRUE,1000,NA,"R","F","N",1,"51",281000,176000,0,16,20,11,28,6500,1500,200,591
85517,TRUE,300,83,"R","F","U",NA,"49",473000,216000,0,17,18,32,25,12200,1000,200,381
85550,FALSE,NA,65,"R","M","N",2,"51",322000,165000,0,18,20,6,13,6100,1500,300,1017
85552,FALSE,NA,82,"R","F","U",2,"51",283000,172000,0,19,18,17,23,6400,500,100,376
85567,FALSE,NA,59,"R","F","H",7,"45",377000,184000,0,18,18,3,15,4500,2000,1000,1500
85574,FALSE,NA,68,"R","F","H",3,"48",6e+05,208000,0,17,19,5,10,4000,1100,500,800
85579,TRUE,2000,77,"T","F","U",1,"37",522000,227000,0,17,14,1,5,2000,2000,2000,2000
85582,FALSE,NA,36,"T","F","U",3,"36",366000,183000,3,18,16,3,12,3100,1600,500,1033
85589,FALSE,NA,77,"T","M","U",1,"36",534000,213000,0,20,19,11,25,5000,1600,100,455
85592,FALSE,NA,78,"R","F","U",2,"46",534000,213000,0,18,19,13,29,10600,1400,500,815
85595,FALSE,NA,NA,"T","M","U",NA,"36",470000,197000,0,15,19,4,8,3200,1000,600,800
85609,FALSE,NA,38,"T","F","H",4,"41",287000,187000,2,18,20,9,13,7600,1500,500,844
85610,FALSE,NA,70,"T","F","N",3,"41",1e+06,434000,0,19,20,5,19,5600,2100,500,1120
85617,TRUE,900,79,"R","M","H",2,"49",486000,262000,7,16,20,7,16,5600,1100,500,800
85619,TRUE,500,59,"R","F","H",4,"46",435000,181000,0,19,18,6,16,4800,1200,500,800
85637,FALSE,NA,NA,"R","F","U",1,"53",346000,114000,0,18,19,15,31,20800,2500,500,1387
85641,FALSE,NA,51,"R","F","H",4,"51",370000,2e+05,0,18,18,7,15,5900,1000,500,843
85654,FALSE,NA,43,"R","U","N",3,"53",376000,157000,0,17,14,3,11,2700,1500,500,900
85658,FALSE,NA,NA,"R","M","U",1,"49",310000,246000,0,17,19,14,31,8000,1000,200,571
85671,FALSE,NA,50,"S","F","H",5,"12",782000,407000,2,16,19,11,19,4300,600,300,391
85693,FALSE,NA,55,"R","F","N",1,"51",380000,209000,0,18,19,8,15,5500,1000,300,688
85700,FALSE,NA,59,"R","M","U",2,"46",479000,213000,1,22,18,8,26,10500,2000,300,1313
85716,TRUE,2500,73,"R","F","N",2,"53",357000,164000,0,19,19,2,11,5000,2500,2500,2500
85755,FALSE,NA,60,"R","M","U",3,"51",458000,194000,0,19,18,7,17,8000,1400,1000,1143
85759,FALSE,NA,57,"R","F","U",2,"53",249000,192000,0,26,13,9,26,9700,1600,500,1078
85777,FALSE,NA,72,"T","F","H",2,"36",422000,248000,0,18,19,29,34,25500,2500,500,879
85797,TRUE,1400,59,"R","F","U",7,"51",333000,173000,0,23,13,18,28,9350,1500,150,519
85804,TRUE,2000,72,"R","M","U",1,"51",267000,208000,7,24,17,10,25,17100,2000,1000,1710
85813,FALSE,NA,51,"T","F","H",4,"36",421000,215000,8,17,20,12,19,10100,1100,500,842
85853,TRUE,2000,37,"R","M","U",5,"49",542000,280000,0,19,18,5,15,3500,1500,500,700
85890,TRUE,2000,NA,"R","F","N",2,"53",167000,214000,3,15,13,17,19,24500,2000,1000,1441
85894,TRUE,300,36,"R","M","N",1,"43",396000,248000,32,17,9,12,19,3750,500,150,313
85905,FALSE,NA,59,"R","M","H",2,"45",224000,260000,0,18,18,5,18,5500,1500,500,1100
85908,FALSE,NA,NA,"R","M","H",3,"49",502000,307000,0,21,19,30,34,34300,1800,400,1143
85909,FALSE,NA,NA,"R","F","H",3,"45",188000,184000,0,17,21,11,20,10100,1500,300,918
85913,TRUE,1400,67,"R","M","U",4,"43",396000,248000,14,15,21,11,26,10700,1400,500,973
85920,TRUE,2000,NA,"?","M","U",NA,".",278000,199000,0,18,19,9,23,8800,1500,300,978
85922,TRUE,1000,57,"T","F","H",7,"36",432000,311000,0,18,15,17,30,18300,2000,500,1076
85931,TRUE,600,NA,"R","U","N",3,"49",246000,256000,0,17,19,18,24,11000,900,300,611
85936,FALSE,NA,NA,"R","M","U",1,"51",423000,180000,0,18,19,17,23,13900,2000,200,818
85941,FALSE,NA,75,"T","M","N",2,"39",490000,197000,18,17,14,1,5,2000,2000,2000,2000
85949,FALSE,NA,74,"R","U","H",5,"45",209000,191000,0,15,20,8,25,8400,2000,200,1050
85950,FALSE,NA,NA,"R","F","N",1,"45",190000,146000,0,18,15,18,27,10500,2000,100,583
85966,FALSE,NA,NA,"C","F","U",5,"31",450000,78000,0,16,16,4,11,3500,1000,500,875
86000,TRUE,1000,85,"C","F","H",2,"27",428000,205000,19,24,15,16,32,18000,2500,500,1125
86017,TRUE,1000,27,"C","M","N",2,"28",595000,332000,1,17,7,16,24,11400,1000,200,713
86018,FALSE,NA,87,"C","F","N",2,"25",521000,191000,17,17,15,11,25,7300,1500,300,664
86020,FALSE,NA,69,"C","F","H",2,"30",422000,188000,1,17,19,18,32,17600,2200,500,978
86038,FALSE,NA,55,"T","F","U",7,"36",524000,217000,0,21,16,8,20,8400,1500,300,1050
86042,FALSE,NA,87,"T","M","U",NA,"36",524000,217000,0,23,12,11,24,15500,2500,500,1409
86053,FALSE,NA,50,"R","F","U",4,"45",618000,322000,0,20,20,23,34,19600,1000,300,852
86058,FALSE,NA,NA,"R","F","U",1,"53",523000,213000,0,15,17,38,31,10800,500,150,284
86068,TRUE,500,NA,"R","F","U",NA,"48",460000,247000,0,16,21,11,24,10300,1500,500,936
86073,TRUE,1000,59,"R","M","U",1,"43",216000,211000,0,18,19,16,23,9500,1000,300,594
86077,FALSE,NA,NA,"R","F","H",4,"45",434000,233000,0,17,19,24,33,19800,1400,300,825
86083,FALSE,NA,43,"T","F","H",4,"39",455000,191000,8,22,18,8,17,4200,1000,300,525
86089,TRUE,1200,NA,"T","M","U",NA,"36",422000,228000,0,18,17,18,23,11200,1200,200,622
86097,FALSE,NA,NA,"R","F","U",NA,"53",654000,176000,0,16,16,1,5,1500,1500,1500,1500
86103,FALSE,NA,NA,"R","U","U",NA,"51",150000,146000,0,16,18,3,6,2500,1000,500,833
86110,FALSE,NA,76,"T","M","H",2,"36",393000,209000,7,17,19,5,17,3700,1800,300,740
86127,FALSE,NA,NA,"R","M","N",2,"45",335000,191000,0,15,17,8,19,7600,2500,300,950
86175,FALSE,NA,33,"R","F","U",2,"53",179000,187000,0,19,14,3,11,3100,1500,500,1033
86192,FALSE,NA,NA,"R","F","N",3,"48",276000,191000,2,16,17,1,6,2500,2500,2500,2500
86193,FALSE,NA,31,"R","M","U",2,"53",276000,191000,0,20,18,21,20,7100,500,300,338
86202,FALSE,NA,53,"T","F","H",4,"36",527000,275000,9,15,17,10,23,12100,2500,500,1210
86205,TRUE,2500,47,"T","F","H",7,"36",527000,275000,1,18,19,11,31,14200,2000,500,1291
86225,TRUE,1000,61,"R","M","H",4,"49",499000,247000,6,22,14,4,15,5400,2000,500,1350
86235,FALSE,NA,65,"R","M","H",2,"43",237000,146000,0,18,17,15,27,6400,800,300,427
86248,FALSE,NA,72,"C","U","H",7,"24",630000,327000,6,24,18,1,9,5000,5000,5000,5000
86255,FALSE,NA,NA,"C","F","U",2,"27",339000,212000,2,17,20,11,17,6200,1000,300,564
86256,FALSE,NA,51,"C","M","H",5,"27",482000,222000,14,26,13,4,14,3800,1600,500,950
86257,FALSE,NA,36,"C","F","H",6,"30",410000,220000,15,21,18,3,14,3200,2000,500,1067
86270,TRUE,1600,42,"C","M","H",2,"25",462000,224000,4,15,17,14,23,11200,1600,300,800
86278,TRUE,900,65,"C","M","H",5,"27",554000,294000,0,19,15,17,26,12800,1500,300,753
86285,FALSE,NA,NA,"C","M","U",6,"24",616000,348000,0,20,16,1,6,2500,2500,2500,2500
86300,FALSE,NA,49,"T","F","H",5,"38",602000,304000,14,15,19,11,24,11600,1500,500,1055
86307,FALSE,NA,NA,"R","F","U",7,"53",525000,86000,0,19,14,1,6,1500,1500,1500,1500
86310,FALSE,NA,NA,"C","F","U",NA,"31",787000,244000,0,21,19,3,12,4400,1800,1000,1467
86311,TRUE,600,NA,"R","U","U",4,"45",530000,309000,0,16,17,6,9,3300,1000,300,550
86318,TRUE,500,NA,"R","F","U",1,"43",397000,166000,5,15,20,32,33,28700,1600,200,897
86322,TRUE,500,30,"T","F","U",2,"36",213000,222000,0,17,19,8,10,4100,700,300,513
86323,FALSE,NA,43,"T","M","N",3,"36",380000,174000,1,18,16,3,9,4000,1500,1000,1333
86325,FALSE,NA,NA,"T","F","U",7,"36",396000,256000,0,26,14,2,11,2200,1600,600,1100
86339,FALSE,NA,NA,"R","F","H",4,"49",517000,293000,0,16,21,12,30,9400,1500,300,783
86340,TRUE,300,NA,"R","M","H",1,"49",365000,255000,0,18,19,15,30,10400,2500,300,693
86351,FALSE,NA,45,"R","M","H",7,"49",499000,257000,0,24,17,3,19,6500,2500,2000,2167
86353,FALSE,NA,67,"T","F","H",4,"37",655000,151000,4,19,18,3,11,3500,2000,500,1167
86355,FALSE,NA,NA,"T","M","U",6,"40",631000,293000,0,26,15,4,13,3900,2000,500,975
86385,FALSE,NA,NA,"R","F","U",5,"51",261000,253000,0,17,16,3,11,3100,1500,500,1033
86387,TRUE,1000,87,"R","M","N",1,"49",338000,248000,0,18,18,2,9,2000,1500,500,1000
86397,FALSE,NA,36,"R","M","H",4,"48",373000,169000,0,18,19,6,22,10200,2200,500,1700
86411,FALSE,NA,84,"T","F","N",2,"36",459000,239000,1,18,8,9,10,10200,1600,500,1133
86418,FALSE,NA,55,"T","M","H",7,"38",642000,291000,0,25,17,11,23,10700,2000,300,973
86420,TRUE,700,54,"T","F","N",3,"40",734000,408000,16,15,20,24,29,12200,1000,100,508
86436,TRUE,500,67,"S","M","N",2,"17",857000,245000,0,23,18,35,34,19700,1000,500,563
86444,FALSE,NA,43,"C","F","U",4,"22",751000,304000,0,21,14,3,12,3700,1500,1000,1233
86445,TRUE,1500,52,"C","F","U",5,"22",751000,304000,1,18,19,8,17,6900,1500,500,863
86464,TRUE,2500,65,"C","F","H",7,"31",425000,85000,0,21,18,3,11,4500,2000,1000,1500
86466,FALSE,NA,40,"C","M","H",5,"24",919000,458000,7,18,19,4,9,2600,1000,500,650
86469,FALSE,NA,NA,"C","M","U",3,"31",636000,301000,0,15,20,5,11,9000,2000,1000,1800
86478,FALSE,NA,85,"C","U","N",1,"27",487000,237000,0,24,10,1,6,1500,1500,1500,1500
86480,FALSE,NA,28,"C","F","U",2,"25",423000,178000,0,18,17,3,10,3100,1500,500,1033
86487,FALSE,NA,NA,"T","F","U",3,"39",813000,257000,0,16,15,1,5,1500,1500,1500,1500
86494,FALSE,NA,57,"R","F","H",4,"46",559000,231000,0,18,18,4,13,4500,2000,500,1125
86528,TRUE,300,NA,"T","F","U",5,"38",675000,272000,2,17,17,24,28,7400,500,100,308
86535,FALSE,NA,73,"R","M","U",1,"48",347000,210000,1,26,17,2,9,6500,4000,2500,3250
86551,FALSE,NA,77,"R","M","N",1,"45",443000,215000,13,16,9,14,21,7600,1000,300,543
86562,FALSE,NA,47,"T","M","H",2,"41",367000,210000,17,18,14,3,11,5000,2000,1000,1667
86563,FALSE,NA,74,"T","M","H",2,"38",557000,193000,5,25,13,4,14,5100,1500,1000,1275
86578,TRUE,1500,85,"R","M","N",2,"53",247000,195000,0,22,14,18,29,9900,1000,100,550
86580,TRUE,500,37,"R","F","U",1,"48",263000,198000,0,17,18,38,33,14500,500,100,382
86587,TRUE,200,53,"R","U","U",1,"53",150000,171000,0,19,15,31,30,8400,1000,100,271
86588,FALSE,NA,58,"R","M","N",1,"53",173000,176000,0,18,19,19,26,4900,500,100,258
86593,FALSE,NA,72,"R","F","H",2,"53",322000,194000,0,15,16,20,29,5800,600,200,290
86626,TRUE,600,48,"C","M","H",5,"24",799000,325000,5,18,13,15,24,5100,600,200,340
86640,TRUE,1300,NA,"R","F","U",NA,"44",553000,340000,0,17,16,29,33,19900,1300,200,686
86656,FALSE,NA,44,"R","M","H",2,"51",2e+05,228000,0,19,14,2,9,2500,1500,1000,1250
86658,FALSE,NA,38,"T","F","H",3,"40",614000,360000,3,19,14,1,4,2000,2000,2000,2000
86661,FALSE,NA,49,"T","M","N",2,"39",550000,315000,0,18,12,5,11,7200,2000,1000,1440
86665,FALSE,NA,86,"T","M","H",2,"36",444000,211000,2,18,17,16,27,10400,1000,300,650
86666,FALSE,NA,71,"T","F","H",2,"36",444000,211000,0,21,14,10,24,12200,1500,500,1220
86692,TRUE,1900,57,"T","M","U",2,"39",349000,201000,0,18,19,5,17,6100,1900,700,1220
86695,FALSE,NA,35,"T","F","H",5,"36",450000,222000,0,27,13,8,23,7700,1500,300,963
86696,TRUE,2500,74,"T","F","H",2,"34",469000,293000,27,18,19,7,29,13500,2500,500,1929
86713,FALSE,NA,57,"R","F","H",5,"49",328000,216000,0,17,14,1,5,2000,2000,2000,2000
86714,TRUE,500,72,"R","F","U",2,"45",318000,203000,0,18,19,29,31,16400,1000,300,566
86723,FALSE,NA,40,"C","F","N",1,"27",449000,206000,5,15,19,11,19,7700,1500,300,700
86725,FALSE,NA,NA,"C","F","U",NA,"27",537000,291000,0,19,16,14,21,10500,1300,500,750
86754,FALSE,NA,68,"R","M","H",3,"53",150000,169000,3,27,16,5,23,9300,2500,300,1860
86761,FALSE,NA,57,"R","M","H",1,"45",304000,190000,0,18,19,15,27,6900,1000,300,460
86766,FALSE,NA,50,"R","F","H",4,"43",224000,252000,0,19,18,10,18,5000,1000,300,500
86770,FALSE,NA,NA,"R","F","H",7,"45",150000,217000,0,18,21,19,28,14700,2000,100,774
86771,FALSE,NA,NA,"R","M","H",2,"49",581000,325000,0,15,13,13,25,11100,2000,300,854
86775,TRUE,1000,NA,"R","U","N",2,"53",253000,195000,0,17,19,13,25,5500,1000,200,423
86778,FALSE,NA,61,"T","U","N",2,"41",285000,2e+05,3,17,14,1,4,1500,1500,1500,1500
86779,TRUE,1100,NA,"T","F","U",NA,"41",331000,165000,0,18,18,6,13,6400,1200,1000,1067
86787,FALSE,NA,NA,"T","M","H",4,"41",285000,2e+05,1,18,19,20,32,82400,9000,1500,4120
86803,TRUE,1000,NA,"R","F","U",1,"49",419000,184000,0,15,16,9,27,6600,1500,500,733
86804,FALSE,NA,54,"R","M","H",3,"49",419000,184000,0,18,17,17,29,11300,1000,300,665
86818,FALSE,NA,34,"R","F","U",1,"45",440000,249000,0,20,7,2,8,4000,2000,2000,2000
86846,FALSE,NA,59,"R","M","U",2,"45",505000,178000,2,17,20,6,23,10700,2500,1000,1783
86867,FALSE,NA,NA,"R","F","N",2,"53",3e+05,209000,0,18,19,8,26,11000,2000,1000,1375
86891,FALSE,NA,NA,"R","F","U",NA,"43",155000,192000,0,17,18,24,31,12200,800,300,508
86899,FALSE,NA,57,"C","F","H",4,"27",490000,226000,0,22,18,3,11,3500,2000,500,1167
86917,FALSE,NA,NA,"C","F","N",2,"30",358000,139000,3,26,13,10,20,7400,1600,300,740
86926,TRUE,1500,67,"R","F","H",2,"44",585000,197000,8,17,19,10,30,8800,1500,500,880
86939,FALSE,NA,52,"C","F","N",2,"27",679000,255000,2,18,19,4,15,9000,3000,1500,2250
86953,FALSE,NA,54,"C","U","H",4,"25",303000,179000,0,19,18,15,28,21300,2200,500,1420
86965,FALSE,NA,48,"C","U","N",3,"30",510000,2e+05,20,17,20,16,31,21600,2500,1000,1350
86976,FALSE,NA,51,"T","F","H",6,"40",643000,413000,1,21,14,3,9,2500,1500,300,833
86985,TRUE,1500,53,"C","F","U",5,"27",832000,419000,0,16,20,13,24,11900,1500,200,915
86987,FALSE,NA,83,"C","F","H",2,"30",518000,198000,15,18,19,8,21,8900,1800,500,1113
87002,FALSE,NA,39,"T","F","U",3,"39",504000,261000,0,20,18,3,10,4700,1700,1500,1567
87016,TRUE,2300,NA,"R","F","U",7,"49",425000,169000,0,26,15,6,17,13700,2500,2000,2283
87024,TRUE,500,NA,"R","F","U",1,"43",395000,135000,0,6,51,9,38,19567,3667,1000,2174
87037,FALSE,NA,NA,"R","F","U",2,"45",367000,232000,0,18,15,19,23,8000,800,200,421
87052,FALSE,NA,59,"R","F","H",4,"45",367000,232000,0,21,18,18,32,12800,1100,300,711
87056,FALSE,NA,NA,"R","F","U",NA,"44",1321000,530000,0,19,20,11,27,15000,2000,1000,1364
87058,FALSE,NA,47,"R","F","H",6,"44",677000,424000,0,16,19,14,30,16300,2500,300,1164
87067,TRUE,1500,31,"T","M","U",4,"39",403000,276000,0,26,15,11,23,14300,2500,300,1300
87069,FALSE,NA,72,"T","M","U",NA,"41",243000,147000,0,16,19,26,28,19200,1000,300,738
87071,TRUE,1500,62,"T","F","H",4,"36",535000,274000,15,25,17,16,30,10400,1500,400,650
87074,TRUE,500,19,"R","F","H",5,"53",320000,172000,0,21,19,25,33,26600,1700,500,1064
87077,FALSE,NA,NA,"C","F","U",NA,"31",743000,138000,0,16,20,9,15,3500,500,300,389
87099,FALSE,NA,67,"C","M","H",5,"27",609000,322000,2,20,18,5,11,4300,1200,500,860
87121,TRUE,2000,71,"C","F","N",2,"28",478000,160000,0,17,14,1,6,2000,2000,2000,2000
87127,TRUE,1000,76,"C","F","U",5,"26",862000,248000,20,19,15,3,10,3000,1500,500,1000
87144,FALSE,NA,73,"C","F","H",2,"31",394000,171000,0,18,20,39,34,15000,1000,200,385
87167,FALSE,NA,73,"R","U","H",5,"46",552000,311000,27,22,16,29,32,22800,1500,300,786
87174,FALSE,NA,77,"R","M","U",4,"43",215000,216000,0,18,12,14,20,17500,2000,500,1250
87176,FALSE,NA,37,"T","M","U",NA,"36",428000,212000,0,17,15,1,5,1800,1800,1800,1800
87180,FALSE,NA,NA,"T","F","N",1,"41",642000,347000,15,24,11,11,16,19200,2200,1500,1745
87182,FALSE,NA,77,"T","U","H",2,"36",428000,212000,0,17,15,30,25,9400,500,200,313
87184,FALSE,NA,79,"T","F","N",2,"38",4e+05,129000,7,16,20,14,31,11200,1500,200,800
87197,FALSE,NA,NA,"T","F","U",1,"38",463000,124000,0,15,9,1,3,1500,1500,1500,1500
87206,FALSE,NA,NA,"R","F","U",1,"46",350000,237000,0,20,19,4,19,9500,2500,2000,2375
87210,TRUE,2000,NA,"R","F","U",4,"46",423000,256000,0,24,13,5,19,5500,1500,500,1100
87212,FALSE,NA,87,"R","F","H",1,"45",399000,205000,0,18,17,19,34,12900,1200,300,679
87217,TRUE,2000,71,"R","M","U",2,"43",350000,163000,0,20,18,5,18,6300,1500,1000,1260
87225,FALSE,NA,49,"R","F","N",3,"49",298000,225000,0,20,19,4,15,6500,2500,500,1625
87229,FALSE,NA,52,"C","U","N",2,"27",563000,196000,7,19,18,3,8,3200,1200,1000,1067
87239,TRUE,700,81,"T","M","N",2,"40",590000,292000,18,18,19,12,22,10300,2000,300,858
87243,FALSE,NA,NA,"T","U","U",NA,"38",6e+05,3e+05,0,18,19,11,19,5800,800,300,527
87246,FALSE,NA,49,"T","F","U",5,"35",726000,419000,3,21,18,23,24,20400,2000,400,887
87259,TRUE,2500,54,"C","M","H",4,"22",717000,302000,12,17,11,10,28,9700,2000,500,970
87275,FALSE,NA,67,"R","F","N",3,"42",744000,399000,0,26,10,8,20,12400,2500,500,1550
87280,FALSE,NA,45,"R","F","N",3,"49",537000,271000,0,19,18,6,14,3300,1000,300,550
87281,TRUE,800,NA,"R","U","U",NA,"49",445000,192000,0,18,19,10,15,7300,1000,500,730
87302,FALSE,NA,73,"R","F","H",3,"49",573000,220000,0,18,19,14,32,15300,2000,200,1093
87306,FALSE,NA,NA,"C","M","U",NA,"30",435000,193000,0,16,17,1,6,2000,2000,2000,2000
87309,FALSE,NA,67,"T","F","H",2,"41",296000,105000,0,17,18,2,8,4000,2000,2000,2000
87324,TRUE,700,NA,"C","F","U",NA,"31",347000,132000,0,15,12,20,15,11300,1500,200,565
